household_ID,have_backup_generator,generate_electicity_using_solar_energy,generate_electicity_using_bio_energy,generate_electicity_using_mini_hydropower,generate_electicity_using_wind_power,generate_electicity_using_other_methods,solar_system_ongrid_or_offgird,solar_system_invertor_or_noninvertor,solar_energy_used_for_water_heating,solar_energy_used_for_cooking,solar_energy_used_for_outdoor_lighting,solar_energy_used_for_car_charging,solar_energy_used_for_agricultural_systems,solar_energy_used_for_all_above,solar_energy_used_for_other_purposes,aware_of_no_of_units_generated_by_solar_system,no_of_units_generated_by_solar_system,when_was_solar_system_installed,have_system_to_store_backup_energy,method_of_receiving_water,water_heating_method_for_bathing,does_water_heating_equipment_serve_other_housing_units,household_members_used_hot_water_last_week,boil_water_before_drinking,source_of_energy_for_boiling_drinking_water,no_of_times_food_cooked_last_week,gas_used_for_cooking,electricity_from_national_grid_used_for_cooking,electricity_generated_using_solar_energy_used_for_cooking,firewood_used_for_cooking,kerosene_used_for_cooking,sawdust_or_paddy_husk_used_for_cooking,biogas_used_for_cooking,coconut_shells_or_charcoal_used_for_cooking,other_methods_used_for_cooking
ID0107,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0108,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Electricity (directly from the national grid),15 - 21 times,Yes,No,No,No,No,No,No,No,No
ID0109,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,576.0,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Electricity (directly from the national grid),8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID0110,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID0111,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0112,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use heated water through an electric kettle/heater.",,Yes,Yes,Gas,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0113,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,15 - 21 times,Yes,No,No,No,No,No,No,No,No
ID0114,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,147.0,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered both by solar and the grid supply.,No,No,Yes,Electricity (generated from solar energy system),8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0115,Yes,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0116,Yes,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0117,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,15 - 21 times,Yes,No,No,No,No,No,No,No,No
ID0118,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0119,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0120,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,No,No,No,Yes,No,No,No,No,No
ID0121,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,1-7 times,No,No,No,Yes,No,No,No,No,No
ID0122,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0123,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0124,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,8 - 14 times,No,No,No,Yes,No,No,No,No,No
ID0125,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0126,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,Yes,No,No,No,No,No,No,No
ID0127,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,600.0,Before November 2022,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID0128,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,No,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID0129,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID0130,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,Yes,No,No,No,No,No,No,No
ID0131,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID0132,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Protected well,"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0133,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0134,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by solar energy.,No,Yes,No,,Did not cook at home last week,Yes,Yes,No,No,No,No,No,No,No
ID0135,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,1-7 times,Yes,Yes,No,No,No,No,No,No,No
ID0136,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Firewood,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0137,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0138,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,No,No,No,No,No,No,No,No,Yes
ID0139,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered both by solar and the grid supply.,No,Yes,Yes,Gas,8 - 14 times,Yes,No,Yes,No,No,No,No,No,No
ID0140,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0141,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Electricity (directly from the national grid),1-7 times,No,No,No,No,Yes,No,No,No,No
ID0142,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID0143,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID0144,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID0145,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,Yes,No,No,No,No
ID0146,Yes,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,Yes,Gas,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID0147,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID0148,No,No,No,No,No,No,,,,,,,,,,,,,No,Unprotected well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Firewood,8 - 14 times,Yes,No,No,Yes,No,No,No,No,No
ID0149,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by solar energy.,No,Yes,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0150,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use heated water through an electric kettle/heater.",,No,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID0151,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,No,No,No,Yes,No,No,No,No,No
ID0152,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0153,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID0154,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,300.0,Before November 2022,No,Tap Water (National Water Supply and drainage board),We have a water heating system powered by a different source.,No,Yes,Yes,Electricity (directly from the national grid),15 - 21 times,Yes,No,No,No,No,No,No,No,No
ID0155,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,Before November 2022,Yes,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by solar energy.,No,Yes,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0156,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,More than 21 times,Yes,No,No,No,No,No,No,No,No
ID0157,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0158,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0159,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,Yes,Gas,15 - 21 times,Yes,Yes,No,No,No,No,No,No,No
ID0160,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
ID0161,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0162,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,Yes,No,No,No,No,No
ID0163,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0164,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Firewood,1-7 times,Yes,No,No,Yes,No,No,No,No,No
ID0165,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0166,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0167,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by the grid supply.,No,Yes,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID0168,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,No,,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0169,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,No,Yes,Gas,8 - 14 times,Yes,No,No,No,No,No,No,No,No
ID0170,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID0171,No,No,No,No,No,No,,,,,,,,,,,,,No,Protected well,"We don't have an inbuilt system for water heating, we use water heated by means such as gas, firewood etc. (other than electric kettle, electric water heater or water heated using any other electrical appliance).",,Yes,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID0172,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,8 - 14 times,Yes,Yes,No,No,No,No,No,No,No
ID0173,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),We have an in-built water heating system powered solely by solar energy.,No,Yes,No,,1-7 times,Yes,No,No,No,No,No,No,No,No
ID0174,No,No,No,No,No,No,,,,,,,,,,,,,No,Tap Water (National Water Supply and drainage board),"None, we do not use hot water for bathing or body wash purposes.",,,No,,Did not cook at home last week,Yes,No,No,No,No,No,No,No,No
