household_ID,room_ID,ac_ID,type_of_the_ac,is_the_ac_inverter_or_not,is_room_fully_sealed,wattage_of_the_ac,btu_of_the_ac,no_of_hours_ac_was_on_during_daytime_last_week,no_of_hours_ac_was_on_during_night_last_week
ID0307,I1,I1_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,7.0,7.0
ID0321,I2,I2_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",9000.0,9000.0,0.0,21.0
ID0345,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,8.0
ID0345,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,6.0
ID0348,I1,I1_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,1000.0,0.0,70.0
ID0348,I2,I2_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,1000.0,0.0,70.0
ID0348,I3,I3_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,1000.0,0.0,70.0
ID0348,I4,I4_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,1000.0,0.0,70.0
ID0348,I5,I5_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,1000.0,0.0,70.0
ID0348,I6,I6_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,1000.0,0.0,70.0
ID0348,I7,I7_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,1000.0,0.0,70.0
ID0356,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID0371,I9,I9_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,70.0
ID0376,I2,I2_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID0392,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID0392,I3,I3_AC1,Individual AC with two components,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,10.5,0.0
ID0395,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,8.0,80.0
ID0395,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,72.0
ID0406,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",18.0,,0.0,49.0
ID0406,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12.0,,0.0,7.0
ID0406,I5,I5_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",18.0,,35.0,64.0
ID0406,I6,I6_AC1,Individual AC with two components,Yes,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",12.0,,35.0,64.0
ID0416,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,28.0,42.0
ID0417,I1,I1_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,18000.0,0.0,0.0
ID0417,I5,I5_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID0417,I7,I7_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID0417,I8,I8_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,56.0
ID0417,I9,I9_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,56.0
ID0423,I3,I3_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID0445,I4,I4_AC1,Individual AC with two components,No,"The room is fully closed. However, it is not fully sealed. Therefore, when the AC is on, the cool air may leak through the spaces that are not sealed such as the space in-between the door and the door frame.",0.0,,0.0,0.0
ID0446,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,56.0
ID0457,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,20.0,7.0
ID0470,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",1200.0,12000.0,0.0,42.0
ID0470,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",1500.0,16000.0,0.0,42.0
ID0509,I4,I4_AC1,Central AC (Only to your Household),Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID0510,I3,I3_AC1,Central AC (Only to your Household),No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12.0,,0.0,0.0
ID0517,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",1800.0,1800.0,28.0,84.0
ID0528,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,0.0
ID0531,I4,I4_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,21.0,0.0
ID0533,I3,I3_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,18000.0,0.0,56.0
ID0543,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,12000.0,0.0,6.0
ID0543,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",12000.0,12000.0,0.0,50.0
ID0543,I4,I4_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",18000.0,18000.0,0.0,50.0
ID0544,I2,I2_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,0.0,0.0
ID0544,I3,I3_AC1,Individual AC with two components,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,12000.0,14.0,3.0
ID0545,I3,I3_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,21.0,56.0
ID0545,I5,I5_AC1,Individual AC with one component,No,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",0.0,,0.0,42.0
ID0546,I2,I2_AC1,Individual AC with one component,Yes,"The room can be fully closed and sealed and there are no outside openings. When the AC is turned on, the cool air does not go out of the room.",2000.0,2000.0,0.0,0.0
