household_ID,room_ID,main_purpose_of_the_room,storey_which_the_room_located,main_material_used_for_the_roof_of_the_room,type_of_ceiling_of_the_room,main_material_used_for_the_floor_of_the_room,no_of_doors_opened_to_external_environment,no_of_windows,main_material_used_for_window_panes,have_curtains_or_blinds_for_windows,have_extra_ventilation_openings,no_of_bulbs_in_the_room,no_of_bulbs_used_during_last_week,no_of_fans_in_the_room,no_of_ACs_in_the_room
ID0021,I4      ,Bedrooms,2.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Glass,No,Yes,1.0,,1.0,0.0
ID0021,I5      ,Bedrooms,2.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Glass,No,Yes,0.0,,1.0,0.0
ID0021,I6      ,Bedrooms,2.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Glass,Yes,Yes,0.0,,0.0,0.0
ID0021,I7      ,Bedrooms,2.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Glass,Yes,Yes,0.0,,8.0,0.0
ID0021,I8      ,Kitchen and/ or pantry,0.0,Concrete,"No ceiling, just the roof above",Tile,2.0,1.0,Glass,No,Yes,3.0,,1.0,0.0
ID0021,I9      ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, just the roof above",Tile,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID0021,I10     ,Bathroom and / or toilets,2.0,Concrete,"No ceiling, just the roof above",Tile,0.0,1.0,Glass,Yes,Yes,2.0,,0.0,0.0
ID0021,I11     ,Gaming room,0.0,Other,"No ceiling, just the roof above",Tile,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID0021,I12     ,Gaming room,2.0,Asbestos,A beamed ceiling,Tile,0.0,0.0,,,Yes,6.0,,0.0,0.0
ID0022,I1      ,Living room,0.0,Concrete,"No ceiling, just the roof above",Tile,5.0,6.0,Glass,No,Yes,1.0,,1.0,0.0
ID0022,I2      ,Living room,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,5.0,Glass,No,No,1.0,,0.0,0.0
ID0022,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,No,Yes,1.0,,1.0,0.0
ID0022,I4      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,3.0,Glass,No,Yes,1.0,,0.0,0.0
ID0022,I5      ,Bedrooms,1.0,Asbestos,A conventional ceiling,Tile,0.0,3.0,Glass,No,Yes,1.0,,0.0,0.0
ID0022,I6      ,Bedrooms,1.0,Asbestos,A conventional ceiling,Tile,0.0,4.0,Glass,No,Yes,1.0,,1.0,0.0
ID0022,I7      ,Bedrooms,1.0,Concrete,A conventional ceiling,Tile,0.0,3.0,Glass,No,Yes,1.0,,0.0,0.0
ID0022,I8      ,Kitchen and/ or pantry,0.0,Asbestos,A conventional ceiling,Tile,1.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID0022,I9      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID0022,I10     ,Bathroom and / or toilets,1.0,Asbestos,A conventional ceiling,Tile,0.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID0022,I11     ,Gaming room,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID0023,I1      ,Living room,0.0,Asbestos,Wooden ceiling,Tile,1.0,3.0,Glass,No,Yes,4.0,,1.0,0.0
ID0023,I2      ,Bedrooms,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID0023,I3      ,Bedrooms,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID0023,I4      ,Kitchen and/ or pantry,1.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID0023,I5      ,Bathroom and / or toilets,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID0023,I6      ,Gaming room,0.0,Asbestos,Wooden ceiling,Tile,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID0024,I1      ,Living room,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,Yes,Yes,10.0,,2.0,0.0
ID0024,I2      ,Bedrooms,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID0024,I3      ,Bedrooms,0.0,Asbestos,Wooden ceiling,Tile,2.0,1.0,Glass,Yes,Yes,4.0,,1.0,0.0
ID0024,I4      ,Bedrooms,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,Yes,Yes,4.0,,1.0,0.0
ID0024,I5      ,Kitchen and/ or pantry,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,No,Yes,4.0,,0.0,0.0
ID0024,I6      ,Bathroom and / or toilets,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,No,No,2.0,,0.0,0.0
ID0024,I7      ,Gaming room,0.0,Asbestos,Wooden ceiling,Tile,0.0,0.0,,,Garden - Not relevant,3.0,,0.0,0.0
ID0024,I8      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,20.0,,0.0,0.0
ID0024,I9      ,Veranda,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID0024,I10     ,Veranda,,,,,,,,,,,,,
ID0025,I1      ,Living room,0.0,Tile,Wooden ceiling,Tile,2.0,1.0,Glass,Yes,Yes,7.0,,1.0,0.0
ID0025,I2      ,Bedrooms,0.0,Tile,Wooden ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,1.0,1.0
ID0025,I3      ,Bedrooms,0.0,Tile,Wooden ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID0025,I4      ,Bedrooms,0.0,Tile,Wooden ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID0025,I5      ,Kitchen and/ or pantry,0.0,Tile,Wooden ceiling,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID0025,I6      ,Bathroom and / or toilets,0.0,Tile,Wooden ceiling,Tile,1.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID0025,I7      ,Passage,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,2.0,,0.0,0.0
ID0025,I8      ,Veranda,,,,,,,,,,,,,
ID0025,I9      ,Veranda,,,,,,,,,,,,,
ID0025,I10     ,Veranda,,,,,,,,,,,,,
ID0026,I1      ,Living room,0.0,Asbestos,Wooden ceiling,Tile,1.0,1.0,Glass,No,Yes,2.0,,0.0,0.0
ID0026,I2      ,Living room,1.0,Asbestos,Wooden ceiling,Tile,2.0,1.0,Glass,Yes,Yes,4.0,,0.0,0.0
ID0026,I3      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Wood,No,Yes,1.0,,0.0,0.0
ID0026,I4      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,1.0,1.0,Wood,No,Yes,1.0,,0.0,0.0
ID0026,I5      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,1.0,1.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID0026,I6      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,1.0,2.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID0026,I7      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,1.0,1.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID0026,I8      ,Bedrooms,0.0,Asbestos,A beamed ceiling,Tile,1.0,1.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID0026,I9      ,Bedrooms,1.0,Tile,Wooden ceiling,Tile,1.0,2.0,Glass,Yes,No,1.0,,1.0,0.0
ID0026,I10     ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, the concrete slab",Tile,1.0,1.0,Glass,Yes,No,1.0,,0.0,0.0
ID0026,I11     ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, the concrete slab",Tile,1.0,1.0,Glass,No,Yes,1.0,,0.0,0.0
ID0026,I12     ,Gaming room,0.0,Asbestos,A beamed ceiling,Tile,1.0,2.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID0026,IOth1  ,Passage,0.0,Asbestos,A conventional ceiling,Tile,1.0,1.0,Wood,No,Yes,2.0,,0.0,0.0
ID0027,I1      ,Living room,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,6.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID0027,I2      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,3.0,Glass,No,Yes,1.0,,1.0,0.0
ID0027,I3      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,2.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID0027,I4      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID0027,I5      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Cement,0.0,2.0,Wood,No,Yes,1.0,,0.0,0.0
ID0027,I6      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID0027,I7      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,1.0,Other,No,Yes,2.0,,0.0,0.0
ID0027,I8      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID0027,I9      ,Veranda,,,,,,,,,,,,,
ID0027,I10     ,Veranda,,,,,,,,,,,,,
ID0027,IOth1  ,Other,0.0,Tile,"No ceiling, just the roof above",Concrete,0.0,0.0,,,No,5.0,,0.0,0.0
ID0028,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Tile,1.0,8.0,Wood,Yes,Yes,1.0,,0.0,0.0
ID0028,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,2.0,Wood,No,Yes,1.0,,1.0,0.0
ID0028,I3      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,3.0,Wood,No,Yes,1.0,,0.0,0.0
ID0028,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,0.0,,,No,1.0,,0.0,0.0
ID0028,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,1.0,Wood,No,No,1.0,,0.0,0.0
ID0028,I6      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID0029,I1      ,Living room,0.0,Asbestos,A beamed ceiling,Tile,1.0,5.0,Glass,Yes,Yes,5.0,,1.0,0.0
ID0029,I2      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Teraso,1.0,3.0,Wood,Yes,Yes,1.0,,1.0,0.0
ID0029,I3      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID0029,I4      ,Bedrooms,0.0,Asbestos,A conventional ceiling,Garden - Not relevant,0.0,1.0,Wood,Yes,Yes,1.0,,1.0,0.0
ID0029,I5      ,Kitchen and/ or pantry,0.0,Asbestos,A conventional ceiling,Cement,0.0,3.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID0029,I6      ,Bathroom and / or toilets,0.0,Asbestos,A conventional ceiling,Cement,0.0,2.0,Glass,No,Yes,1.0,,0.0,0.0
ID0029,I7      ,Gaming room,0.0,Asbestos,A conventional ceiling,Tile,0.0,2.0,Wood,No,Yes,1.0,,0.0,0.0
ID0029,I8      ,Veranda,,Asbestos,,,,,,,,,,,
ID0029,I9      ,Veranda,,Asbestos,,,,,,,,,,,
ID0029,I10     ,Veranda,,Asbestos,,,,,,,,,,,
ID0030,I1      ,Living room,0.0,Asbestos,A hanging ceiling,Cement,1.0,6.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID0030,I2      ,Bedrooms,0.0,Asbestos,A hanging ceiling,Cement,8.0,2.0,Glass,Yes,Yes,0.0,,1.0,0.0
ID0030,I3      ,Kitchen and/ or pantry,0.0,Asbestos,A hanging ceiling,Cement,0.0,2.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID0030,I4      ,Bathroom and / or toilets,0.0,Asbestos,A hanging ceiling,Cement,0.0,3.0,Wood,No,Yes,0.0,,0.0,0.0
ID0030,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,Wood,No,No,1.0,,0.0,0.0
ID0030,I6      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID0031,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Cement,2.0,6.0,Glass,No,Yes,1.0,,0.0,0.0
ID0031,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,2.0,Wood,No,Yes,1.0,,1.0,0.0
ID0031,I3      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,Yes,2.0,,0.0,0.0
ID0032,I1      ,Living room,0.0,Tile,Other,Cement,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID0032,I2      ,Bedrooms,0.0,Tile,Other,Cement,1.0,1.0,Glass,No,No,1.0,,1.0,0.0
ID0032,I3      ,Bedrooms,0.0,Tile,Other,Cement,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID0032,I4      ,Kitchen and/ or pantry,0.0,Tile,Other,Cement,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID0032,I5      ,Bathroom and / or toilets,0.0,Tile,Other,Cement,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID0033,I1      ,Living room,0.0,Concrete,Other,Cement,1.0,1.0,Glass,Yes,Yes,2.0,,1.0,0.0
ID0033,I2      ,Bedrooms,0.0,Concrete,Other,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID0033,I3      ,Bedrooms,0.0,Concrete,Other,Cement,1.0,1.0,Glass,Yes,Yes,1.0,,1.0,0.0
ID0033,I4      ,Kitchen and/ or pantry,0.0,Asbestos,Other,Cement,1.0,1.0,Other,No,Yes,1.0,,0.0,0.0
ID0033,I5      ,Bathroom and / or toilets,0.0,Asbestos,A hanging ceiling,Cement,1.0,0.0,,,Yes,1.0,,0.0,0.0
ID0033,I6      ,Passage,0.0,Asbestos,Other,Cement,1.0,0.0,,,No,1.0,,0.0,0.0
ID0033,I7      ,Veranda,,,,,,,,,,,,,
ID0033,I8      ,Veranda,,,,,,,,,,,,,
ID0033,I9      ,Veranda,,,,,,,,,,,,,
ID0033,I10     ,Veranda,,,,,,,,,,,,,
ID0034,I1      ,Living room,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,4.0,,4.0,0.0
ID0034,I2      ,Bedrooms,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,15.0,,4.0,0.0
ID0034,I3      ,Bedrooms,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,15.0,,4.0,0.0
ID0034,I4      ,Bedrooms,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,15.0,,4.0,0.0
ID0034,I5      ,Bedrooms,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,15.0,,4.0,0.0
ID0034,I6      ,Kitchen and/ or pantry,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,15.0,,4.0,0.0
ID0034,I7      ,Bathroom and / or toilets,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,15.0,,4.0,0.0
ID0034,I8      ,Storage room,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,15.0,,4.0,0.0
ID0034,I9      ,Gaming room,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,15.0,,4.0,0.0
ID0034,I10     ,Passage,0.0,Asbestos,Wooden ceiling,Tile,0.0,4.0,Glass,Yes,Yes,15.0,,4.0,0.0
ID0035,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Concrete,2.0,2.0,Other,No,No,1.0,,1.0,0.0
ID0035,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Concrete,0.0,0.0,,,No,1.0,,0.0,0.0
ID0035,I3      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Concrete,1.0,1.0,Other,No,No,1.0,,0.0,0.0
ID0035,I4      ,Veranda,0.0,Concrete,"No ceiling, the concrete slab",Concrete,0.0,0.0,,,No,1.0,,1.0,0.0
ID0035,IOth1  ,Other,0.0,Asbestos,"No ceiling, just the roof above",Other,0.0,0.0,,,No,3.0,,0.0,0.0
ID0036,I1      ,Living room,6.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,1.0,Glass,Yes,No,1.0,,1.0,0.0
ID0036,I2      ,Bedrooms,6.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID0036,I3      ,Bedrooms,6.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,1.0,Glass,No,Yes,1.0,,1.0,0.0
ID0036,I4      ,Kitchen and/ or pantry,6.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,0.0,,,No,1.0,,0.0,0.0
ID0036,I5      ,Bathroom and / or toilets,6.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID0036,I6      ,Gaming room,6.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,0.0,,,Yes,0.0,,0.0,0.0
ID0037,I1      ,Living room,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,2.0,Wood,No,No,9.0,,2.0,0.0
ID0037,I2      ,Bedrooms,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,2.0,Wood,No,No,9.0,,1.0,0.0
ID0037,I3      ,Kitchen and/ or pantry,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,2.0,Wood,No,No,9.0,,1.0,0.0
ID0037,I4      ,Gaming room,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,2.0,Wood,No,No,9.0,,1.0,0.0
ID0037,I5      ,Passage,0.0,Tile,"No ceiling, just the roof above",Cement,1.0,2.0,Wood,No,No,9.0,,1.0,0.0
ID0038,I1      ,Living room,0.0,Concrete,"No ceiling, just the roof above",Cement,0.0,2.0,Glass,Yes,No,4.0,,1.0,0.0
ID0038,I2      ,Living room,1.0,Asbestos,A conventional ceiling,Cement,1.0,2.0,"None, it's open",No,No,0.0,,0.0,0.0
ID0038,I3      ,Bedrooms,0.0,Concrete,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,No,3.0,,1.0,0.0
ID0038,I4      ,Bedrooms,0.0,Concrete,"No ceiling, just the roof above",Cement,0.0,1.0,Glass,Yes,No,2.0,,1.0,0.0
ID0038,I5      ,Bedrooms,1.0,Asbestos,A conventional ceiling,Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID0038,I6      ,Bedrooms,1.0,Concrete,A conventional ceiling,Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID0038,I7      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Cement,1.0,1.0,Glass,Yes,No,2.0,,0.0,0.0
ID0038,I8      ,Kitchen and/ or pantry,1.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID0038,I9      ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Tile,0.0,2.0,Glass,No,No,1.0,,0.0,0.0
ID0038,I10     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID0038,I11     ,Gaming room,1.0,Asbestos,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID0038,I12     ,Gaming room,1.0,Concrete,"No ceiling, just the roof above",Cement,0.0,0.0,,,No,1.0,,0.0,0.0
ID0038,I13     ,Gaming room,0.0,Asbestos,Wooden ceiling,Cement,0.0,0.0,,,Yes,2.0,,0.0,0.0
ID0038,I14     ,Gaming room,0.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,1.0,,0.0,0.0
ID0038,I15     ,Passage,0.0,Concrete,Other,Cement,1.0,0.0,,,No,1.0,,0.0,0.0
ID0038,I16     ,Passage,0.0,Other,Other,Other,0.0,0.0,,,No,0.0,,0.0,0.0
ID0038,I17     ,Veranda,0.0,Asbestos,Wooden ceiling,Cement,0.0,0.0,,,Yes,1.0,,0.0,0.0
ID0039,I1      ,Living room,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,3.0,Glass,Yes,No,3.0,,1.0,0.0
ID0039,I2      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,2.0,Glass,No,No,1.0,,1.0,0.0
ID0039,I3      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID0039,I4      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,Glass,No,No,2.0,,1.0,0.0
ID0039,I5      ,Bedrooms,0.0,Metal Sheet,Other,Cement,0.0,0.0,,,No,0.0,,0.0,0.0
ID0039,I6      ,Bedrooms,0.0,Plastic sheets,Garden - Not relevant,Other,0.0,0.0,,,No,0.0,,0.0,0.0
ID0039,I7      ,Kitchen and/ or pantry,0.0,Asbestos,Other,Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID0039,I8      ,Kitchen and/ or pantry,1.0,Asbestos,Other,Tile,1.0,0.0,,,No,3.0,,0.0,1.0
ID0039,I9      ,Bathroom and / or toilets,1.0,Asbestos,Other,Tile,0.0,1.0,Glass,No,No,2.0,,0.0,1.0
ID0039,I10     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID0039,I11     ,Bathroom and / or toilets,0.0,Asbestos,Other,Cement,1.0,0.0,,,No,0.0,,0.0,0.0
ID0039,I12     ,Bathroom and / or toilets,1.0,Concrete,Other,Tile,0.0,2.0,Glass,No,No,1.0,,1.0,0.0
ID0039,I13     ,Gaming room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID0039,I14     ,Gaming room,1.0,Asbestos,Other,Tile,0.0,1.0,Glass,No,No,2.0,,0.0,0.0
ID0039,I15     ,Servant's Room,1.0,Asbestos,Other,Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID0039,I16     ,Servant's Room,1.0,Asbestos,Other,Tile,0.0,1.0,Glass,No,No,1.0,,0.0,0.0
ID0039,I17     ,Passage,1.0,Asbestos,Other,Tile,0.0,0.0,,,No,1.0,,0.0,0.0
ID0040,I1      ,Living room,0.0,Asbestos,"No ceiling, just the roof above",Tile,3.0,1.0,Glass,No,Yes,4.0,,1.0,0.0
ID0040,I2      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Tile,3.0,1.0,Glass,No,Yes,4.0,,1.0,0.0
ID0040,I3      ,Bedrooms,0.0,Asbestos,"No ceiling, just the roof above",Tile,3.0,1.0,Glass,No,Yes,4.0,,1.0,0.0
ID0040,I4      ,Kitchen and/ or pantry,0.0,Asbestos,"No ceiling, just the roof above",Tile,3.0,1.0,Glass,No,Yes,4.0,,1.0,0.0
ID0040,I5      ,Bathroom and / or toilets,0.0,Asbestos,"No ceiling, just the roof above",Tile,3.0,1.0,Glass,No,Yes,4.0,,1.0,0.0
ID0040,I6      ,Gaming room,0.0,Asbestos,"No ceiling, just the roof above",Tile,3.0,1.0,Glass,No,Yes,4.0,,1.0,0.0
ID0040,I7      ,Passage,0.0,Asbestos,"No ceiling, just the roof above",Tile,3.0,1.0,Glass,No,Yes,4.0,,1.0,0.0
ID0041,I1      ,Living room,0.0,Concrete,"No ceiling, just the roof above",Granite,1.0,3.0,Wood,Yes,No,4.0,,4.0,0.0
ID0041,I2      ,Bedrooms,0.0,Concrete,Other,Tile,1.0,2.0,Wood,No,No,8.0,,1.0,0.0
ID0041,I3      ,Bedrooms,0.0,Concrete,"No ceiling, just the roof above",Tile,1.0,1.0,Wood,No,Yes,3.0,,0.0,0.0
ID0041,I4      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,Wood,Yes,Yes,3.0,,1.0,0.0
ID0041,I5      ,Bedrooms,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Wood,No,Yes,1.0,,0.0,0.0
ID0041,I6      ,Bedrooms,1.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,1.0,Wood,Yes,Yes,3.0,,1.0,0.0
ID0041,I7      ,Kitchen and/ or pantry,1.0,Asbestos,"No ceiling, the concrete slab",Tile,1.0,1.0,Wood,Yes,Yes,3.0,,1.0,0.0
ID0041,I8      ,Kitchen and/ or pantry,1.0,Asbestos,Wooden ceiling,Tile,0.0,1.0,Wood,Yes,No,4.0,,1.0,1.0
ID0041,I9      ,Kitchen and/ or pantry,1.0,Asbestos,Wooden ceiling,Tile,0.0,0.0,,,No,12.0,,0.0,0.0
ID0041,I10     ,Bathroom and / or toilets,0.0,Concrete,"No ceiling, the concrete slab",Tile,1.0,0.0,,,No,1.0,,0.0,0.0
ID0041,I11     ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,5.0,,1.0,0.0
ID0041,I12     ,Bathroom and / or toilets,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,0.0,,0.0,0.0
ID0041,I13     ,Bathroom and / or toilets,0.0,Other,Other,Other,0.0,0.0,,,No,0.0,,0.0,0.0
ID0041,I14     ,Storage room,1.0,Other,Other,Other,0.0,0.0,,,No,0.0,,0.0,0.0
ID0041,I15     ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,0.0,,,No,3.0,,0.0,0.0
ID0041,I16     ,Gaming room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Wood,No,No,3.0,,0.0,0.0
ID0041,I17     ,Gaming room,1.0,Concrete,"No ceiling, the concrete slab",Tile,0.0,1.0,Wood,No,No,3.0,,0.0,0.0
ID0041,I18     ,Gaming room,0.0,Concrete,"No ceiling, the concrete slab",Wood,0.0,0.0,,,No,3.0,,0.0,0.0
ID0041,I19     ,Passage,3.0,Garden - Not relevant,Garden - Not relevant,Garden - Not relevant,0.0,0.0,,,Garden - Not relevant,0.0,,0.0,0.0
ID0042,I1      ,Living room,9.0,Concrete,"No ceiling, the concrete slab",Cement,1.0,1.0,Glass,Yes,Yes,2.0,,0.0,0.0
ID0042,I2      ,Bedrooms,9.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,1.0,Glass,Yes,Yes,1.0,,0.0,0.0
ID0042,I3      ,Bedrooms,9.0,Concrete,"No ceiling, the concrete slab",Cement,0.0,1.0,Glass,Yes,Yes,1.0,,1.0,0.0
